playerID,inducted,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,SH,SF,GIDP,AVG,PO,A,E,DP,award_count
roberda01,N,366,812,117,44,47,364,94,57,113,262,0,76,0,0,0.286925795053004,1260,70,63,14,1
roberro01,Y,107,255,55,10,5,103,3,1,135,372,0,108,6,37,0.167213114754098,316,601,31,45,8
robinbr01,Y,1232,2848,482,68,268,1357,28,22,860,990,120,101,114,297,0.267317439459358,2712,6220,264,621,32
robinfr02,Y,1829,2943,528,72,586,1812,204,77,1420,1532,218,17,102,270,0.294123525884469,6346,333,106,263,15
robinja02,Y,947,1518,273,54,137,734,197,30,740,291,7,104,9,113,0.311256920237851,4007,2728,117,830,10
rodriiv01,Y,1354,2844,572,51,311,1332,127,64,513,1474,67,31,76,337,0.296497080900751,14922,1233,143,164,29
roepr01,N,37,68,3,0,1,28,0,0,38,215,0,63,0,7,0.109677419354839,90,295,10,26,2
rogerke01,N,5,9,1,1,0,4,1,0,4,25,0,5,0,1,0.136363636363636,258,743,44,65,5
rogerst01,N,47,122,8,2,0,39,1,2,61,268,0,101,1,10,0.138479001135074,237,462,31,37,1
rojasco01,N,713,1660,254,25,54,593,74,68,396,489,30,87,59,181,0.263116183230306,3466,3965,134,971,1
rolensc01,N,1211,2077,517,43,316,1287,118,49,899,1410,57,1,93,150,0.280751554474182,1478,4081,186,355,13
rolfere01,N,942,1394,257,67,69,497,44,20,526,335,0,42,0,14,0.288792210482701,1336,2275,170,216,7
rommeed01,N,80,164,23,6,1,59,1,3,62,102,0,70,0,0,0.198547215496368,165,810,32,51,3
rootch01,N,86,196,46,7,11,93,1,0,44,329,0,54,0,9,0.180478821362799,95,506,15,21,3
rosepe01,N,2165,4256,746,135,160,1314,198,149,1566,1143,167,56,79,247,0.302853483242012,12394,3349,213,1083,16
roushed01,Y,1099,2376,339,182,68,981,268,92,484,260,0,256,0,0,0.322694553850333,4683,230,140,49,14
rowesc01,N,116,239,36,9,18,153,3,2,86,157,0,25,0,12,0.262926292629263,97,421,14,24,3
ruckena01,N,44,157,10,6,1,44,2,0,22,117,0,31,0,0,0.195031055900621,55,625,24,18,7
rudijo01,N,684,1468,287,39,179,810,25,15,369,870,59,65,51,129,0.264218862491001,4167,159,41,180,6
ruelmu01,N,494,1242,187,29,4,534,61,59,606,238,0,143,0,0,0.275143996455472,5368,1138,117,137,4
ruffire01,N,207,521,98,13,36,273,1,1,97,266,0,43,0,13,0.268972638100155,155,677,27,51,8
rusieam01,Y,209,429,42,29,8,176,25,0,27,186,0,2,0,0,0.247976878612717,200,877,127,35,1
russebi01,N,796,1926,293,57,46,627,167,69,483,667,106,132,51,174,0.263186663022684,3104,5713,355,936,1
russeje01,N,3,11,3,0,1,10,0,0,5,33,0,7,1,1,0.139240506329114,71,192,10,17,2
ruthba01,Y,2174,2873,506,136,714,2217,123,117,2062,1330,0,113,0,2,0.342105263157895,4787,569,179,86,33
ryanno01,Y,40,94,10,2,2,36,3,3,38,371,0,65,2,11,0.110328638497653,220,547,90,27,2
saberbr01,N,13,23,4,0,0,1,0,0,13,49,0,24,0,1,0.121052631578947,203,415,24,26,9
sainjo01,N,69,190,28,4,3,101,0,0,24,20,0,56,0,25,0.245478036175711,127,371,19,18,5
salmoti01,N,986,1674,339,24,299,1016,48,42,970,1360,45,0,68,98,0.282103134479272,2695,99,64,23,5
samueju01,N,873,1578,287,102,161,703,396,143,440,1442,38,27,42,81,0.259496793290577,3572,3288,188,673,2
sandbry01,Y,1318,2386,403,76,282,1061,344,107,761,1260,59,31,71,139,0.284555754323196,3892,6648,120,1177,25
sandere02,N,1037,1666,341,60,305,983,304,115,674,1614,49,14,43,121,0.266944399935908,3334,103,68,19,1
sanguma01,N,566,1500,205,57,65,585,35,38,223,331,96,28,44,144,0.29632556301857,6646,575,105,112,1
santajo01,N,11,40,12,1,1,9,0,0,9,78,0,22,0,1,0.161290322580645,98,232,19,16,7
santibe01,N,755,1830,323,41,217,920,91,69,430,1270,52,26,70,204,0.263271471730686,10955,968,152,141,12
santoro01,Y,1138,2254,365,67,342,1331,35,41,1108,1343,94,13,94,256,0.27680216136559,2100,4717,327,449,11
sauerha01,N,709,1278,200,19,288,876,11,4,561,714,7,9,14,107,0.266472060050042,2711,139,74,48,3
saxst01,N,913,1949,278,47,54,550,444,178,556,584,47,75,37,146,0.280835734870317,3617,4817,190,998,3
schalra01,Y,579,1345,199,49,11,594,177,69,638,355,0,214,0,0,0.253486618921975,7168,1811,175,226,5
schanwa01,N,769,1506,264,90,59,710,121,49,849,573,0,160,0,0,0.283776144714528,5622,1565,271,163,3
schilcu01,N,39,117,13,1,0,29,1,1,25,270,0,102,1,8,0.151358344113842,183,297,22,19,11
schmija01,N,29,63,9,0,7,21,0,0,22,282,0,90,1,5,0.105527638190955,91,163,11,6,2
schmimi01,Y,1506,2234,408,59,548,1595,174,92,1507,1883,201,16,108,156,0.267480842911877,2836,5193,328,580,33
schoere01,Y,1223,2449,427,78,84,773,89,27,606,346,15,97,19,180,0.288831230097889,5045,5466,192,1409,2
schulfr01,N,906,1766,288,124,92,792,233,17,545,757,0,279,0,0,0.270319914281341,2689,194,103,41,4
schumha02,N,100,181,23,4,15,102,0,0,32,196,0,28,0,18,0.202008928571429,154,646,24,34,1
scottev01,N,552,1455,208,58,20,551,69,60,243,282,0,275,0,0,0.249271886242933,3353,5060,306,711,2
scottge02,N,957,1992,306,60,271,1051,69,57,699,1418,85,22,62,277,0.267994080452038,15601,1520,201,1527,8
scottmi03,N,33,81,14,0,2,45,2,1,27,279,0,59,4,9,0.124042879019908,156,299,23,12,5
seaveto01,Y,99,202,28,5,12,86,4,0,108,485,0,121,4,22,0.15361216730038,328,692,42,54,10
seweljo01,Y,1141,2226,436,68,49,1055,74,72,842,114,0,275,0,0,0.312114413909142,3273,5230,408,776,8
sewelri01,N,81,152,22,3,6,59,12,0,37,154,0,19,0,20,0.202666666666667,142,445,28,27,3
shantbo01,N,60,107,20,2,1,46,3,2,47,96,0,44,1,4,0.195255474452555,175,468,16,48,11
sheffga01,N,1636,2689,467,27,509,1676,253,104,1475,1171,130,9,111,235,0.291743517413475,3275,1240,171,135,9
sherdbi01,N,96,214,35,5,9,86,2,1,63,96,0,44,0,0,0.222916666666667,82,540,29,25,1
shockur01,N,89,167,23,3,1,70,1,3,139,211,0,98,0,0,0.209273182957393,155,599,15,22,4
sierrru01,N,1084,2152,428,59,306,1322,142,52,610,1239,102,1,120,193,0.26752859273993,2951,108,94,23,3
sievero01,N,945,1703,292,42,318,1147,14,19,841,920,55,15,55,164,0.266635353060905,9064,661,110,759,1
simmoal01,Y,1507,2927,539,149,307,1827,88,64,615,737,0,111,0,23,0.334170567416372,5000,169,94,38,23
simmote01,N,1074,2472,483,47,248,1389,21,33,855,694,188,11,100,287,0.284792626728111,10544,1092,169,248,4
singlke01,N,985,2029,317,25,246,1065,21,36,1263,1246,125,29,60,248,0.282236750591181,2684,82,57,17,2
sislege01,Y,1284,2812,425,164,102,1175,375,127,472,327,0,226,0,0,0.340147574694569,18914,1573,274,1472,16
slaugen01,Y,1247,2383,413,148,169,1304,71,15,1018,538,11,73,10,139,0.299899320412786,3925,152,82,35,12
smithea02,N,225,686,115,19,46,355,18,9,247,106,0,47,0,0,0.303003533568905,2117,502,78,64,3
smithle02,N,2,3,0,0,1,2,0,0,3,42,0,4,0,0,0.046875,52,111,4,9,7
smithlo01,N,909,1488,273,58,98,533,370,140,623,849,19,21,46,69,0.287814313346228,2388,101,92,18,1
smithoz01,Y,1257,2460,402,69,28,793,580,148,1072,589,79,214,63,167,0.261813537675607,4249,8375,281,1590,23
smithre06,N,1123,2020,363,57,314,1092,137,86,890,1030,115,8,86,150,0.28721740366842,5186,304,123,165,2
smoltjo01,Y,77,151,26,2,5,61,3,2,79,365,0,136,1,15,0.159282700421941,320,433,28,30,10
snidedu01,Y,1259,2116,358,85,407,1333,99,50,971,1237,104,52,32,166,0.295489456779779,4099,123,66,18,6
snowjt01,N,798,1509,293,19,189,877,20,23,760,1142,61,24,64,135,0.267505761389825,12855,1016,63,1298,6
sosasa01,N,1475,2408,379,45,609,1667,234,107,929,2306,154,17,78,202,0.273232724384432,4522,143,128,26,16
spahnwa01,Y,141,363,57,6,35,189,4,2,94,487,0,68,14,23,0.193910256410256,222,999,58,82,16
speaktr01,Y,1882,3514,792,222,117,1529,432,129,1381,323,0,309,0,0,0.344678764100049,6935,462,224,159,27
speiech01,N,770,1759,302,50,112,720,42,54,847,988,106,73,44,183,0.245807713806596,3314,6259,288,1121,1
spencji01,N,541,1227,179,27,146,599,11,19,407,582,86,35,42,124,0.25,9920,798,55,956,2
stanked01,N,811,1154,185,35,29,364,48,5,996,374,0,103,0,62,0.26830969541967,3118,3323,175,829,2
stanlmi01,N,641,1243,201,48,117,500,44,23,371,564,32,42,34,133,0.247510951812027,3688,327,46,105,4
stargwi01,Y,1194,2232,423,55,475,1540,17,16,937,1936,227,9,75,143,0.281569320045414,9278,486,151,713,12
staubru01,N,1189,2716,499,47,292,1466,47,33,1255,888,193,56,119,297,0.279423868312757,6572,402,140,306,1
steinte01,N,638,1453,273,21,162,745,23,22,418,938,31,15,46,177,0.270627677407338,7849,651,100,111,1
stewada01,N,5,10,1,1,0,4,0,0,3,17,0,6,0,0,0.196078431372549,197,232,26,21,6
stiebda01,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,493,22,45,2
stonest01,N,9,22,2,0,0,7,0,0,11,92,0,22,0,2,0.100456621004566,125,254,22,13,3
stottme01,N,54,120,14,6,7,57,0,2,47,270,0,42,4,14,0.160213618157543,242,570,26,38,1
stottto01,N,23,50,7,1,1,11,1,1,28,93,0,26,0,1,0.206611570247934,166,261,18,19,2
strawda01,N,898,1401,256,38,335,1000,221,99,816,1352,131,1,53,64,0.258582502768549,2515,76,62,24,5
streega01,N,98,312,44,11,2,105,17,0,119,115,0,41,0,0,0.207861425716189,2391,744,83,55,1
suhrgu01,N,714,1446,288,114,84,818,53,0,718,433,0,85,0,64,0.279366306027821,13104,766,116,1086,1
sullibi03,N,363,777,119,33,21,378,98,0,170,502,0,132,0,0,0.213051823416507,4810,1322,151,117,2
sundbji01,N,621,1493,243,36,95,624,20,37,699,963,31,118,38,159,0.247965454243481,9773,1007,81,145,8
sutclri01,N,42,102,22,1,4,55,4,0,34,143,0,54,5,15,0.181494661921708,211,404,17,25,8
suttebr01,Y,6,9,0,0,0,6,1,0,7,50,0,10,1,1,0.0882352941176471,90,145,9,9,10
suttodo01,Y,64,195,15,1,0,64,1,0,60,365,0,136,3,29,0.144017725258493,334,613,31,42,3
sweenmi01,N,759,1540,325,5,215,909,53,25,522,613,61,5,59,142,0.296838858905166,6015,515,70,552,1
tananfr01,N,3,9,1,1,0,5,0,1,2,12,0,3,0,0,0.152542372881356,226,638,19,40,2
tebbebi01,N,357,1000,169,22,38,469,29,23,389,261,0,44,0,111,0.269978401727862,4667,666,119,87,3
templga01,N,893,2096,329,106,70,728,242,129,375,1092,144,57,46,167,0.271467426499158,3551,6078,386,1176,5
tenacge01,N,653,1060,179,20,201,674,36,42,984,998,58,21,39,77,0.241457858769932,8731,743,103,489,2
tennefr02,N,1278,2231,270,77,22,688,285,0,874,484,0,277,0,0,0.293745885450955,18278,1452,361,965,1
terrybi01,Y,1120,2193,373,112,154,1078,56,6,537,449,0,137,0,38,0.34116365899191,15999,1111,139,1334,12
tettlmi01,N,711,1132,210,16,245,732,23,29,949,1307,72,21,47,86,0.240953597275436,4951,408,55,109,6
thomafr04,Y,1494,2468,495,12,521,1704,32,23,1667,1397,168,0,121,226,0.301012318575436,7910,497,80,776,10
thomago01,N,681,1051,212,13,268,782,50,49,697,1339,41,41,53,84,0.224716698738508,2954,56,51,15,1
thomair01,N,124,327,46,17,3,155,20,0,82,104,0,29,0,0,0.241863905325444,2136,578,83,43,3
thomeji01,Y,1583,2328,451,26,612,1699,19,20,1747,2548,173,1,74,165,0.276418902873427,9450,1565,137,990,6
thompro01,N,671,1187,238,39,119,458,103,62,439,987,8,99,19,72,0.257372072853426,2611,3705,110,873,3
thornan01,N,792,1342,244,22,253,895,48,37,876,851,69,14,71,129,0.253638253638254,6239,502,52,558,3
tiantlu01,N,36,84,14,1,5,44,1,1,13,146,0,41,2,10,0.16374269005848,221,389,35,31,1
timlimi01,N,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,101,188,14,14,1
tolanbo01,N,572,1121,173,34,86,497,193,100,258,587,27,64,39,91,0.264511562057574,2915,101,58,79,2
torrejo01,Y,996,2342,344,59,252,1185,23,29,779,1094,127,13,50,284,0.29743459486919,11618,1731,169,735,9
trammal01,Y,1231,2365,412,55,185,1003,236,109,850,874,48,124,76,156,0.285352316602317,3448,6265,235,1321,11
traynpi01,Y,1183,2416,371,164,58,1273,158,46,472,278,0,231,0,47,0.319618997221855,2390,3672,348,318,26
trillma01,N,598,1562,239,33,61,571,56,57,452,742,35,88,49,143,0.262521008403361,3977,4855,169,1029,9
troutdi01,N,99,205,28,7,20,110,7,2,59,226,0,26,0,18,0.213319458896982,193,645,50,63,3
tudorjo01,N,22,59,7,2,0,18,1,1,17,120,0,41,1,3,0.153645833333333,85,321,11,27,1
turneji01,N,32,87,16,1,1,22,0,1,8,39,0,17,0,7,0.218045112781955,55,269,12,18,2
uhlege01,N,172,393,60,21,9,187,6,8,98,112,0,36,0,0,0.288970588235294,175,624,33,42,5
valenel01,N,380,881,169,15,123,474,59,37,180,462,9,5,34,81,0.278269109286165,1570,85,47,17,1
valenfe01,N,56,187,26,1,10,84,0,2,8,145,0,93,6,12,0.199786324786325,202,586,30,31,9
vanceda01,Y,68,146,23,1,7,75,1,0,79,287,0,55,0,4,0.150360453141092,126,570,18,29,11
vandejo01,N,58,104,12,2,1,26,1,0,41,201,0,60,0,8,0.151824817518248,82,404,29,30,6
vanslan01,N,835,1562,293,91,164,792,245,59,667,1063,55,12,61,94,0.27350726667834,3923,262,55,111,10
varitja01,N,664,1307,306,14,193,757,25,18,614,1216,59,22,43,129,0.256324769562659,10166,541,69,72,3
vaughar01,Y,1173,2103,356,128,96,926,118,0,937,276,0,116,0,70,0.317577771066143,3308,5119,417,875,14
vaughgr01,N,1017,1475,284,23,355,1072,121,59,865,1513,54,11,54,101,0.24168441749959,2518,65,38,10,2
vaughmo01,N,861,1620,270,10,328,1064,30,18,725,1429,144,0,45,136,0.292841648590022,10947,703,139,1119,3
venturo01,N,1006,1885,338,14,294,1182,24,38,1075,1179,132,33,76,176,0.266845979614949,2215,3616,227,430,6
vernomi01,N,1196,2495,490,120,172,1311,137,90,955,869,22,80,19,183,0.285763371893254,19819,1448,212,2044,2
violafr01,N,8,26,3,0,0,6,0,0,3,41,0,22,0,2,0.140540540540541,84,371,32,19,6
virdobi01,N,735,1596,237,81,91,502,47,54,442,647,41,53,39,84,0.266889632107023,3777,100,73,18,2
vizquom01,N,1445,2877,456,77,80,951,404,167,1028,1087,25,256,94,207,0.271774041186473,4268,8050,190,1797,12
vuckope01,N,15,33,7,0,0,13,1,0,3,49,0,24,2,3,0.158653846153846,87,222,21,15,1
wadderu01,Y,61,172,29,10,4,83,6,0,42,300,0,23,0,0,0.161350844277674,176,740,91,17,2
wagnebi02,N,1,2,0,0,0,1,0,0,1,12,0,0,0,0,0.1,33,86,5,2,1
wagneho01,N,1739,3420,643,252,101,1733,723,15,963,735,0,221,0,0,0.32761758789156,7940,6782,828,963,12
wakefti01,N,4,13,2,0,1,4,0,0,3,47,0,15,0,0,0.117117117117117,227,329,30,29,1
walberu01,N,78,162,26,5,4,84,2,1,48,179,0,52,0,0,0.179005524861878,113,558,37,18,1
walkedi02,N,1037,2064,376,96,105,1023,59,10,817,325,0,93,0,81,0.306231454005935,3479,157,106,35,3
walkela01,N,1355,2160,471,62,383,1311,230,76,913,1231,117,7,65,153,0.312726219777038,3976,213,57,92,14
wallabo01,Y,1057,2309,391,143,34,1121,201,2,774,496,0,173,0,0,0.267927593409144,4918,7465,814,722,2
wallati01,N,908,2085,432,36,260,1125,51,66,649,1307,89,6,77,192,0.25743919002346,2543,4065,247,373,7
walshed01,Y,93,210,38,10,3,68,14,0,46,212,0,30,0,0,0.193014705882353,237,1208,57,32,8
waltebu01,N,227,477,99,16,23,234,12,1,114,303,0,64,0,34,0.242624618514751,364,1135,63,119,11
wanerll01,Y,1201,2459,281,118,27,598,67,0,420,173,0,108,0,57,0.316392177045805,4864,157,87,31,4
wanerpa01,Y,1627,3152,605,191,113,1309,104,0,1091,376,0,174,0,127,0.333227613912676,5513,270,144,105,14
warnelo01,N,87,215,26,2,4,97,1,0,52,148,0,62,0,31,0.223492723492724,126,538,8,31,9
weisswa01,N,623,1207,182,31,25,386,96,35,658,658,38,89,42,75,0.257575757575758,2056,4007,190,854,1
welchbo01,N,26,88,7,1,2,30,0,1,22,171,0,59,2,4,0.151202749140893,243,394,26,30,3
wellsda01,N,8,23,2,0,0,5,0,0,3,59,0,18,0,1,0.129213483146067,149,451,30,25,3
werbebi01,N,875,1363,271,50,78,539,215,68,701,363,0,88,0,39,0.271297770700637,1548,2695,269,267,2
wertzvi01,N,867,1692,289,42,266,1178,9,19,828,842,33,24,43,143,0.277422528283325,6807,519,112,557,3
westsa01,N,934,1838,347,101,75,838,53,56,696,540,0,123,0,6,0.298959011060507,4528,164,81,64,2
wettejo01,N,4,7,2,0,1,8,0,0,0,19,0,9,0,0,0.166666666666667,27,60,12,2,3
wheatza01,Y,1289,2884,476,172,132,1248,205,49,650,572,0,163,0,0,0.316714254337799,4996,232,183,54,11
whitalo01,N,1386,2369,420,65,244,1084,143,75,1197,1099,79,89,91,143,0.276429404900817,4771,6653,189,1527,10
whitede03,N,1125,1934,378,71,208,846,346,98,541,1526,32,61,47,98,0.263344226579521,4739,97,71,23,7
whiteea01,N,107,264,23,7,4,98,3,0,97,216,0,57,0,1,0.204492641363284,166,701,47,31,2
whitefr01,N,912,2006,407,58,160,886,178,83,412,1035,27,101,65,156,0.255248759384146,4944,6629,206,1459,11
willibe02,N,1366,2336,449,55,287,1257,147,87,1069,1212,97,12,64,223,0.296861100521032,4710,65,48,18,8
willibi01,Y,1410,2711,434,88,426,1475,90,49,1045,1046,182,8,73,200,0.289946524064171,4367,219,113,96,7
willicy01,N,1024,1981,306,74,251,1005,115,82,690,721,0,164,0,0,0.292182890855457,4180,226,123,40,3
willima04,N,997,1878,338,35,378,1218,53,35,469,1363,86,9,62,182,0.268285714285714,1525,3672,191,386,12
willite01,Y,1798,2654,525,71,521,1839,24,17,2021,709,86,5,20,197,0.344406955618998,4158,142,113,30,39
willivi01,Y,107,248,19,4,1,84,3,0,81,199,0,41,0,0,0.166108506363027,389,1131,72,30,1
willsma01,N,1067,2134,177,71,20,458,586,208,552,684,26,119,29,92,0.281233526620981,2786,5512,331,928,9
wilsoha01,Y,884,1461,266,67,244,1063,52,5,674,713,0,102,0,15,0.306932773109244,2821,116,108,31,8
wilsoji01,N,580,1358,252,32,32,621,86,9,356,280,0,101,0,37,0.284219338635412,4972,935,142,158,2
wilsowi02,N,1169,2207,281,147,41,585,668,134,425,1144,27,64,35,90,0.285474065450783,5060,76,67,15,3
winfida01,Y,1669,3110,540,88,465,1833,223,96,1216,1686,172,19,95,319,0.282650186312824,5012,168,95,38,20
woodjo02,N,266,553,118,31,23,325,23,3,208,216,0,96,0,0,0.283299180327869,911,518,56,30,3
woodke02,N,23,59,6,0,7,32,0,0,11,114,0,46,1,1,0.170520231213873,73,123,9,13,1
woodwi01,N,11,27,2,0,0,13,1,0,20,189,0,38,0,7,0.0838509316770186,84,523,14,26,3
worreto01,N,1,2,0,1,0,0,0,0,1,20,0,2,0,1,0.0740740740740741,30,82,4,9,3
wrighgl01,N,584,1219,203,76,94,723,38,13,209,407,0,113,0,9,0.293522754635203,2240,3504,357,705,3
wyattwh01,N,53,133,26,2,7,69,0,0,26,111,0,34,0,20,0.219110378912685,74,316,18,15,5
wynnea01,Y,136,365,59,5,17,173,1,0,141,330,0,52,4,33,0.214201877934272,193,670,29,47,4
wynnji01,N,1105,1665,285,39,291,964,225,101,1224,1427,84,32,74,117,0.250263039230422,3937,167,84,42,2
yastrca01,Y,1816,3419,646,59,452,1844,168,116,1845,1393,190,13,105,323,0.285201868535202,10437,775,135,643,16
yeagest01,N,357,816,118,16,102,410,14,18,342,726,64,33,28,93,0.227678571428571,6110,674,88,75,1
yorkru01,N,876,1621,291,52,277,1152,38,26,792,867,0,25,0,155,0.275165506705143,12308,1167,155,1098,5
youngcy01,Y,325,623,87,35,18,290,29,0,81,381,0,50,0,0,0.210472972972973,251,2015,148,41,3
younger01,N,996,1731,327,46,79,543,465,168,660,462,14,84,44,135,0.2828893610067,3025,3617,160,788,2
youngro01,Y,812,1491,236,93,42,592,153,83,550,390,0,119,0,0,0.322239031770045,2171,207,120,48,5
yountro01,Y,1632,3142,583,126,251,1406,271,105,966,1350,95,104,123,217,0.285428779069767,5855,4850,305,963,12
zachrpa01,N,9,36,0,0,0,6,0,0,14,128,0,33,2,11,0.113207547169811,60,176,13,19,1
zahnge01,N,3,6,0,0,0,1,0,0,0,9,0,10,0,1,0.13953488372093,87,326,24,19,1
zambrca01,N,75,165,26,3,24,71,1,0,10,240,0,37,4,14,0.238095238095238,168,290,25,29,3
ziskri01,N,681,1477,245,26,207,792,8,15,533,910,52,7,41,138,0.287130637636081,1680,68,33,20,2
