playerID,inducted,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,SH,SF,GIDP,AVG,PO,A,E,DP,W,L,CG,SHO,SV,H_allowed,ER,HR_allowed,BB_allowed,StruckOut,BAOpp,ERA,WP,HitBatsmen,BK,R_allowed,SH_allowed,SF_allowed,GIDP_pitcher,award_count
gromest01,N,58,124,9,2,0,40,2,0,71,146,0,40,0,13,0.196825396825397,126,248,13,20,123,108,92,17,23,1940,782,186,630,904,0.255,3.955,18,68,3,893,0,0,0,1
grovele01,N,119,202,27,5,15,121,1,1,105,593,0,103,0,1,0.147552958363769,65,722,38,26,300,141,298,35,55,3849,1339,162,1187,2266,0.253529411764706,3.26411764705882,51,42,1,1594,0,0,0,26
guidrro01,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,107,307,8,19,170,91,95,26,4,2198,874,226,633,1778,0.248928571428571,3.54142857142857,56,13,8,953,70,65,172,13
haddiha01,N,95,169,37,9,4,64,4,0,46,162,0,20,5,15,0.211779448621554,115,358,21,24,136,113,99,20,21,2154,901,240,601,1575,0.246,3.65266666666667,58,43,3,1012,0,0,0,3
haineje01,Y,76,209,23,2,3,79,2,0,30,246,0,59,0,1,0.185943060498221,108,651,27,32,210,158,208,24,10,3460,1298,165,871,981,0.277368421052632,3.63947368421053,55,57,6,1556,0,0,0,2
hallabi01,N,43,90,14,1,2,32,1,0,36,199,0,46,0,8,0.161579892280072,67,330,32,19,102,94,90,14,8,1838,779,71,779,856,0.278461538461538,4.31384615384615,71,8,4,915,0,0,0,2
hamptmi01,N,97,178,22,5,16,79,3,4,47,195,0,63,5,12,0.24551724137931,144,476,27,42,148,115,21,9,1,2370,1024,200,901,1387,0.276375,4.170625,75,49,13,1157,107,69,289,9
hardeme01,N,89,199,38,5,4,93,2,0,39,369,0,69,0,11,0.165419783873649,209,734,45,38,223,186,181,25,23,3706,1447,161,1118,1160,0.2755,4.0625,33,59,2,1714,0,0,0,2
henketo01,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,67,2,4,41,42,0,0,311,607,234,64,255,861,0.220571428571429,2.775,30,9,3,252,27,30,36,1
hentgpa01,N,4,9,0,0,0,0,0,0,4,25,0,9,0,2,0.107142857142857,131,237,14,22,131,112,34,10,1,2111,996,269,775,1290,0.263428571428571,4.575,66,49,10,1076,57,60,171,3
hernali01,N,64,215,38,2,10,85,0,0,10,130,0,123,3,34,0.220966084275437,211,601,15,65,178,177,50,9,1,3525,1572,362,1066,1976,0.288772727272727,4.55954545454545,41,78,13,1686,174,118,299,3
hernawi01,N,4,13,2,0,0,3,2,0,1,29,0,6,0,0,0.206349206349206,58,169,4,12,70,63,0,0,147,952,392,97,349,788,0.250714285714286,3.59214285714286,37,25,10,431,65,36,72,4
hershor01,N,65,163,29,2,0,50,8,3,27,182,0,101,6,7,0.201234567901235,332,569,51,44,204,150,68,25,5,2939,1211,235,1007,2014,0.257055555555556,4.05722222222222,121,117,23,1366,124,73,314,10
hillejo01,N,2,11,1,0,0,4,0,0,3,34,0,4,0,1,0.108910891089109,45,136,8,5,87,76,13,6,125,1040,391,110,535,1036,0.235133333333333,3.148,39,12,1,438,56,45,57,2
hoffmtr01,Y,1,4,2,0,0,5,0,0,0,11,0,2,0,0,0.117647058823529,66,83,4,5,61,75,0,0,601,846,347,100,307,1133,0.212631578947368,2.92631578947368,49,9,0,378,32,30,60,8
holtzke01,N,35,99,19,1,2,34,0,0,17,170,0,40,1,11,0.163097199341021,117,471,26,27,174,150,127,31,3,2787,1111,249,910,1601,0.257058823529412,3.68470588235294,98,49,2,1273,76,47,116,1
hoopeha01,Y,1429,2466,389,160,75,817,375,121,1136,492,0,247,0,0,0.280705748434832,3981,344,151,81,0,0,0,0,0,2,0,0,1,0,0.33,0,0,0,0,0,0,0,0,1
hootobu01,N,42,92,18,0,4,49,0,1,44,243,0,117,2,6,0.122994652406417,165,373,16,21,151,136,86,29,7,2497,996,193,799,1491,0.251875,3.675625,62,20,4,1112,125,76,158,1
houttar01,N,37,99,12,1,2,37,2,1,14,77,0,38,1,15,0.192982456140351,105,339,17,28,87,91,78,14,20,1646,715,136,516,639,0.300714285714286,5.85071428571429,15,40,1,810,0,0,0,1
hoytwa01,Y,96,255,26,11,0,100,0,1,40,161,0,91,0,10,0.198135198135198,153,842,35,41,237,182,226,26,52,4037,1500,154,1003,1206,0.2676,3.7704,39,49,5,1780,0,0,0,3
hraboal01,N,4,8,0,1,0,6,0,0,4,17,0,8,0,0,0.142857142857143,20,58,8,4,64,35,0,0,97,619,249,50,315,548,0.227846153846154,2.76692307692308,36,13,1,284,41,39,45,1
hubbeca01,Y,95,246,30,2,4,101,1,0,33,172,0,75,0,12,0.190993788819876,155,824,33,55,253,154,260,36,33,3461,1188,227,725,1677,0.248125,3.13625,53,53,1,1380,0,0,0,22
hunteca01,Y,60,149,16,3,6,51,2,0,8,160,0,39,5,10,0.22644376899696,225,319,23,16,224,166,181,42,1,2958,1248,374,954,2012,0.233333333333333,3.476,49,49,7,1380,86,73,77,3
jacksda02,N,28,54,12,2,0,28,0,2,10,219,0,54,1,2,0.126168224299065,105,285,30,17,112,131,44,15,1,2110,923,133,816,1225,0.280588235294118,4.64764705882353,47,50,12,1061,117,68,208,2
jenkife01,Y,54,148,27,6,13,85,0,1,41,326,0,66,7,9,0.165178571428571,363,660,49,45,284,226,267,49,7,4142,1669,484,997,3192,0.2418,3.389,62,84,18,1853,131,106,166,5
johnsra05,Y,20,78,14,0,1,40,0,0,19,296,0,44,1,10,0.1248,90,448,57,18,303,166,100,37,2,3346,1513,411,1497,4875,0.225166666666667,3.48083333333333,109,190,33,1703,131,89,251,13
johnswa01,Y,241,547,94,41,24,255,13,4,110,339,0,70,0,0,0.235370051635112,292,1352,53,72,417,279,531,110,34,4913,1424,97,1363,3509,0.228823529411765,2.34809523809524,155,203,4,1902,0,0,0,33
johnto01,N,43,141,13,0,5,54,0,0,33,211,0,93,3,20,0.156666666666667,237,1028,49,69,288,231,162,46,4,4783,1749,302,1259,2245,0.271178571428571,3.48892857142857,187,98,16,2017,156,78,383,3
jonesdo01,N,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0.142857142857143,60,152,21,14,69,79,0,0,303,1155,414,86,247,909,0.273166666666667,3.81111111111111,18,39,6,465,56,38,87,1
jonesra01,N,37,79,8,0,0,20,1,1,22,235,0,66,2,3,0.131886477462437,114,465,18,30,100,123,73,19,2,1915,735,129,503,735,0.2664,3.704,19,18,6,875,120,56,209,4
jonesto02,N,1,4,1,0,0,0,0,0,1,6,0,0,0,1,0.210526315789474,70,112,8,6,58,63,0,0,319,1072,473,93,443,868,0.269526315789474,4.16157894736842,43,38,1,518,48,38,117,2
jossad01,Y,46,118,21,6,1,51,10,0,54,297,0,39,0,0,0.144430844553244,185,848,36,24,160,97,234,45,5,1888,488,19,364,920,,1.91555555555556,28,58,1,730,0,0,0,1
kaatji01,N,117,232,44,5,16,106,5,1,63,367,1,34,7,14,0.185451638689049,262,744,56,65,283,237,180,31,18,4620,1738,395,1083,2461,0.274321428571429,4.10071428571429,128,122,6,2038,93,80,194,19
keefeti01,Y,248,390,60,38,12,134,13,0,175,411,0,0,0,0,0.187229956793087,297,1079,174,31,342,225,554,39,2,4438,1474,75,1233,2564,,2.86,240,98,0,2470,0,0,0,1
kellyge01,Y,819,1778,337,76,148,1020,65,43,386,694,0,158,0,0,0.296679459369264,14690,1376,152,1197,1,0,0,0,0,4,0,0,1,2,0.21,0,0,0,0,0,0,0,0,5
keyji01,N,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,172,452,22,35,186,117,34,13,10,2518,1010,254,668,1538,0.262,3.74666666666667,50,38,12,1104,88,69,234,5
kindeel01,N,34,63,7,1,1,33,0,1,23,123,0,29,0,10,0.141891891891892,52,174,9,11,102,71,56,10,102,1421,564,118,539,749,0.226153846153846,2.98846153846154,11,9,2,627,0,0,0,2
kingmda01,N,901,1575,240,25,442,1210,85,49,608,1816,72,16,75,139,0.235884379212221,5835,693,174,408,0,0,0,0,0,3,4,0,6,4,0.2,9,2,0,0,4,0,0,0,2
koufasa01,Y,26,75,9,0,2,28,0,1,43,386,0,35,3,10,0.0966494845360825,64,228,14,13,165,87,137,40,9,1754,713,204,817,2396,0.208333333333333,3.14166666666667,87,18,7,806,0,0,0,22
kremera01,N,57,122,30,2,5,69,0,0,37,213,0,36,0,0,0.177583697234352,37,331,10,12,143,85,134,14,10,2108,816,122,483,516,0.282,4.385,23,29,2,950,0,0,0,3
kressre01,N,691,1454,298,58,89,799,47,56,474,453,0,97,0,18,0.285826616866522,3987,2945,343,748,0,0,0,0,0,13,13,1,6,6,0.33,12.49,0,1,0,14,0,0,0,1
langsma01,N,5,14,3,0,0,5,0,0,2,38,0,5,1,0,0.152173913043478,127,493,39,33,179,158,81,18,0,2723,1306,311,1289,2464,0.253882352941177,4.24705882352941,89,46,22,1438,89,81,248,7
larsedo01,N,65,144,25,5,14,72,0,3,43,138,0,11,3,15,0.241610738255034,95,244,17,22,81,91,44,11,26,1442,650,130,725,849,0.257058823529412,4.14470588235294,39,26,0,728,0,0,0,2
lasorto01,Y,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0.0714285714285714,3,10,1,0,0,4,0,0,1,53,42,9,56,37,0.263333333333333,8.21666666666667,11,4,0,49,0,0,0,1
lawve01,N,96,191,35,7,11,90,1,0,41,179,0,63,7,24,0.216308040770102,213,453,19,41,162,147,119,28,13,2833,1118,268,597,1092,0.2725,3.969375,39,40,3,1274,0,0,0,4
leiteal01,N,15,45,7,1,0,16,0,0,35,290,0,48,0,10,0.0849056603773585,57,286,14,25,162,132,16,10,2,2152,1010,198,1163,1974,0.246666666666667,5.35809523809524,63,117,20,1101,109,62,210,3
lemonbo01,Y,148,274,54,9,37,147,2,1,93,241,0,49,3,9,0.231614539306847,298,713,33,80,207,128,188,31,22,2559,1024,181,1251,1277,0.246153846153846,3.42461538461538,63,57,2,1185,0,0,0,9
leonade01,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,135,292,24,28,144,106,103,23,1,2137,898,202,622,1323,0.2555,3.59,73,52,6,1008,82,65,160,1
leonadu02,N,53,177,18,4,0,69,1,0,20,183,0,85,0,27,0.167931688804554,174,719,32,41,191,181,192,30,44,3304,1162,158,737,1170,0.2565,3.3175,97,56,6,1432,0,0,0,2
lidgebr01,N,0,2,1,0,0,2,0,0,0,4,0,0,0,0,0.285714285714286,23,48,5,4,26,32,0,0,225,492,237,57,287,799,0.237727272727273,4.16545454545455,46,34,3,257,32,11,28,3
lolicmi01,N,63,90,5,2,0,31,1,1,105,362,0,85,1,20,0.109622411693057,100,448,38,16,217,191,195,41,11,3366,1390,347,1099,2832,0.24625,3.43,124,92,8,1537,108,59,90,2
lonboji01,N,41,105,17,2,3,43,1,2,51,330,0,78,2,10,0.136363636363636,189,268,22,18,157,137,90,15,4,2400,1056,233,823,1475,0.263066666666667,4.40733333333333,73,105,9,1170,67,35,104,3
lucasre01,N,155,404,61,13,3,190,2,0,124,133,0,41,0,14,0.280750521195274,125,550,16,39,157,135,204,22,7,2736,1051,136,455,602,0.278,3.55533333333333,7,23,6,1198,0,0,0,2
luquedo01,N,96,237,31,10,5,90,7,4,70,114,0,65,0,1,0.227229146692234,188,787,43,36,194,179,206,26,28,3231,1161,113,918,1130,0.251,3.2595,50,26,5,1412,0,0,0,2
lylesp01,N,8,15,2,0,0,4,1,0,5,26,0,5,0,0,0.192307692307692,54,198,21,12,99,76,0,0,238,1292,445,84,481,873,0.250944444444445,2.98,66,14,10,519,83,47,94,2
lyonste01,Y,162,364,49,9,5,149,0,1,73,201,0,83,0,9,0.232885476647473,219,943,51,57,260,230,356,27,23,4489,1696,223,1121,1073,0.272380952380952,3.75523809523809,55,31,6,2056,0,0,0,8
maddugr01,Y,103,272,35,2,5,84,11,3,34,419,0,180,2,15,0.170961659333752,546,1194,53,98,355,227,109,35,0,4726,1756,353,999,3371,0.25528,3.3844,70,137,28,1981,274,119,422,31
maglisa01,N,29,76,5,1,2,29,1,0,20,180,0,57,2,13,0.134991119005329,96,280,10,26,119,62,93,25,14,1591,603,169,562,862,0.248571428571429,3.31714285714286,18,44,7,684,0,0,0,1
maricju01,Y,73,202,29,2,4,75,2,5,38,269,0,71,7,20,0.165438165438165,291,577,47,27,243,142,244,52,2,3153,1126,320,709,2303,0.2469375,3.713125,51,40,20,1329,44,26,15,5
marquru01,Y,63,198,17,3,1,64,6,1,33,208,0,48,0,0,0.178861788617886,63,697,39,27,201,177,197,30,19,3233,1130,107,858,1593,0.26,3.39315789473684,81,39,5,1443,0,0,0,1
marshmi01,N,11,35,1,0,1,16,0,0,17,33,0,18,2,2,0.195530726256983,105,283,15,25,97,112,3,1,188,1281,484,79,514,880,0.269647058823529,3.99823529411765,72,31,7,548,115,37,90,5
martipe01,N,754,1227,270,75,59,501,146,0,369,438,0,22,0,44,0.298032547971824,1692,775,124,58,0,0,0,0,0,2,1,0,2,0,0.18,2.25,0,0,0,1,0,0,0,3
martipe02,Y,22,43,6,2,0,18,0,0,15,190,0,63,3,5,0.0990783410138249,155,263,23,11,219,100,46,17,3,2221,919,239,760,3154,0.221,2.99833333333333,62,141,6,1006,74,63,148,12
mathech01,Y,151,362,50,12,7,165,20,1,116,218,0,69,0,0,0.214582098399526,313,1506,57,44,373,188,435,79,29,4219,1135,90,848,2507,0.27,2.64944444444444,115,59,8,1620,0,0,0,15
matlajo01,N,32,57,3,0,0,23,0,0,57,217,0,41,1,7,0.129251700680272,68,346,21,14,125,126,97,30,3,2276,835,161,638,1516,0.258307692307692,3.46307692307692,68,26,9,970,96,61,181,2
maysca01,N,113,291,32,21,5,110,1,1,66,116,0,44,0,0,0.268202764976959,174,1138,44,56,207,126,231,29,31,2912,979,73,734,862,0.25875,3.1425,34,89,1,1211,0,0,0,3
mcdanli01,N,19,56,11,0,3,17,0,0,8,159,0,25,0,4,0.148148148148148,127,447,22,28,141,119,18,2,172,2099,821,172,623,1361,0.256409090909091,3.66181818181818,112,15,5,934,35,23,33,2
mcdowja01,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,139,245,13,12,127,87,62,13,0,1854,809,173,606,1311,0.263833333333333,4.22333333333333,63,48,5,874,61,48,124,4
mcdowsa01,N,34,119,7,2,2,36,0,1,16,306,0,56,4,6,0.15374677002584,80,328,33,23,141,134,103,23,14,1948,879,164,1312,2453,0.21675,3.369375,140,59,7,999,39,21,16,2
mcgratu01,N,14,39,7,0,1,18,0,0,10,57,0,21,1,2,0.182242990654206,75,219,23,16,96,92,5,1,180,1318,528,108,582,1109,0.237894736842105,3.45526315789474,63,22,4,597,80,37,81,1
mclaide01,N,32,82,5,2,1,31,1,0,25,244,0,64,4,10,0.133116883116883,154,212,13,15,131,91,105,29,2,1646,711,242,548,1282,0.246,4.07909090909091,27,26,9,778,19,18,0,8
mcnalda01,N,49,97,23,0,9,43,0,0,58,340,0,58,1,4,0.132694938440492,97,417,21,37,184,119,120,33,2,2488,982,230,826,1512,0.2355,3.21928571428571,59,72,11,1070,69,28,66,1
mesajo01,N,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,112,197,17,11,80,109,6,2,321,1629,750,151,651,1038,0.272227272727273,4.62818181818182,75,55,5,811,64,62,150,2
messean01,N,49,124,30,0,5,54,1,0,46,212,0,46,4,6,0.170096021947874,136,318,41,15,130,99,98,27,15,1719,709,174,831,1625,0.21625,3.25916666666667,70,40,7,812,87,36,80,3
montgje01,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86,103,6,9,46,52,0,0,304,785,316,81,296,733,0.250230769230769,3.70076923076923,33,26,10,347,39,22,68,2
morrija02,Y,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,413,29,36,254,186,175,28,0,3567,1657,389,1390,2478,0.249555555555556,4.00722222222222,206,58,27,1815,113,114,299,5
moyerja01,N,24,51,5,0,0,15,0,0,35,152,0,64,2,5,0.1275,279,644,22,48,269,209,33,10,0,4231,1926,522,1155,2441,0.272222222222222,4.40703703703704,57,146,12,2076,146,106,332,5
musiast01,Y,1949,3630,725,177,475,1951,78,31,1599,696,127,35,53,243,0.330842143638352,12439,818,142,962,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,34
mussimi01,N,3,9,1,0,0,5,0,0,1,9,0,1,0,0,0.173076923076923,231,497,15,37,270,153,57,23,0,3460,1458,376,785,2813,0.255555555555556,3.70222222222222,71,60,1,1559,90,82,293,8
myersra01,N,5,11,3,0,0,7,0,0,3,33,0,5,0,2,0.183333333333333,27,92,5,2,44,63,1,0,347,758,314,69,396,884,0.222533333333333,3.24866666666667,32,12,2,338,50,33,58,5
nehfar01,N,90,192,29,5,8,76,7,3,86,122,0,41,0,0,0.20983606557377,144,749,22,48,184,120,182,28,13,2715,964,107,640,844,0.266666666666667,3.64166666666667,34,40,3,1164,0,0,0,1
nenro01,N,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0.0666666666666667,44,69,7,8,45,42,0,0,314,607,237,51,260,793,0.234,3.42363636363636,36,7,3,266,25,17,52,1
newcodo01,N,94,238,33,3,15,108,2,1,87,147,1,17,3,17,0.271070615034169,159,313,18,27,149,90,136,24,7,2102,852,252,490,1129,0.263333333333333,4.01833333333333,22,30,3,956,0,0,0,7
newhoha01,Y,71,201,22,2,2,81,3,3,89,150,0,72,0,24,0.201201201201201,135,611,22,40,207,150,212,33,26,2674,1016,137,1249,1796,0.231176470588235,3.37176470588235,65,19,7,1197,0,0,0,19
newsobo01,N,86,253,28,3,1,102,1,1,17,266,0,86,0,30,0.18922961854899,112,534,28,32,211,222,246,31,21,3769,1664,206,1732,2082,0.265172413793103,4.08724137931034,60,61,7,1908,0,0,0,3
niekrjo01,N,55,152,26,1,1,72,1,0,38,262,0,147,6,17,0.156217882836588,253,532,25,41,221,204,107,29,16,3466,1431,276,1262,1747,0.26236,4.0444,172,65,8,1620,106,96,200,2
niekrph01,Y,80,260,42,1,7,109,0,1,17,314,0,129,12,35,0.169160702667534,386,878,37,83,318,274,245,45,29,5044,2012,482,1809,3342,0.257038461538462,4.09846153846154,226,123,42,2337,167,87,292,7
nolanga01,N,36,73,9,4,1,32,0,0,38,211,0,56,1,8,0.137996219281664,95,189,3,11,110,70,45,14,0,1505,573,146,413,1039,0.245636363636364,3.70090909090909,26,14,10,623,40,27,24,1
nomohi01,N,22,65,14,1,4,26,0,0,13,222,0,44,1,4,0.134020618556701,115,180,13,17,123,109,16,9,0,1768,932,251,908,1918,0.260384615384615,5.71461538461539,109,38,17,993,94,50,98,1
odoulle01,N,624,1140,175,41,113,542,36,0,333,122,0,39,0,10,0.349264705882353,1594,61,62,6,1,1,0,0,0,104,42,2,49,19,0.315,4.33,2,5,0,71,0,0,0,4
palmeji01,Y,52,85,9,1,3,41,1,0,16,207,0,31,1,1,0.173824130879346,292,577,34,53,268,152,211,53,4,3349,1253,303,1311,2212,0.235368421052632,3.32210526315789,85,38,11,1395,115,75,195,15
pennohe01,Y,108,232,33,4,4,103,1,0,94,172,0,111,0,0,0.191103789126853,101,824,26,45,240,162,247,35,32,3900,1428,128,916,1227,0.278695652173913,4.05608695652174,65,36,6,1692,0,0,0,5
perraro01,N,6,16,1,1,0,3,0,0,10,92,0,13,0,1,0.0958083832335329,45,222,18,12,79,74,0,0,179,1097,364,50,468,687,0.2592,3.30133333333333,28,24,4,442,19,9,2,2
perryga01,Y,48,141,17,0,6,47,0,0,22,369,0,113,3,20,0.131040892193309,349,877,38,58,314,265,303,53,11,4938,1846,399,1379,3534,0.25396,3.396,160,108,6,2128,146,84,239,4
perryji01,N,73,177,22,3,5,59,0,1,32,179,0,51,5,19,0.199100112485939,191,506,29,33,215,174,109,32,10,3127,1258,308,998,1576,0.251578947368421,3.67263157894737,55,80,3,1407,52,41,44,2
